Clean,Mitch's Category
Preussische Staatsbibliothek,
"Prévinquières, Carbon",
Priam (Greek mythology),
"Price, Warwick James, 1870-1934",Person
Priesterseminar Bibliothek Münster,
Prieuré Sainte-Catherine du Val-des-Ecoliers (Paris). Bibliothèque,Hybrid
"Prihauser de Sultzpach, Michael",Person
"Prihauser, Michael",Person
"Primogenia, Simone",Person
Principissa Piccolominia Bibliotheca,
Printed binding waste,Type
Printed music binding waste,Type
"Printer for Boninus Mombritius, active 1476-1477",
Printer of Basilius,
Printer of the 1480 Valla,
Printer of the 1483 Vitas Patrum,
Printer of the 1483 'Vitas Patrum',
Printer of Vergilius (C 6061),
Printers' devices,
Printer's devices,
Printers' proofs,
Printing press,
"Priscian, fl. ca. 500-530",
"Procacci, Marco, d. 1843",Person
Procris (Greek mythology),
Prof. Osiander,
Prohibited books,Type
Prohibition statements,Type
"Propertius, Sextus",
"Proud, Robert, 1728-1813",
Provenace,Type
provenance,Type
Providence (R.I.),
"Providence, R.I.",
Prunier,
"Prunier de Saint-André, Artus",Person
"Prüss, Johann, 1446 or 1447-1510",
"Prüss, Johann, 1447-1510",
Prussia (Kingdom),
"Pruyn, Harriet Corning, 1822-1859",Person
"Pruyn, John V. L., Mrs., 1822-1859",Person
Przemocze (Poland),Place
"Ptolemy, 2nd cent.",
Pubblica Libreria di Padova,
Publishers' devices,Type
"Puget, Etienne de, d. 1668",Person
Puhlmann,
"Pulci, Luigi, 1432-1484",
Purgatory,
Purple penwork breviary,
"Putelletto, Antonio",
Puteoli (Italy),Place
Putti,
Puvill Libros,
Pyramus (Legendary character),
Pythagoras,
Q155.J6 1633,Call Number
Quaestiones super XII libros Metaphysicae Aristotelis,
"Quandt, Iola B.",
"Quaritch, Bernard, 1819-1899",Person
Queen of Sheba,
Queen's County (Ireland),
Quenby Library,
"Quentel, Peter, d. 1546",
"Quentell, Heinrich, -1501",Person
Quercia (Italy),Place
Querzola,
"Queven, Jacobus de",
Quignon,
Quintilian,
R E G,Monogram
R M F,Monogram
R T,Monogram
R. Nesbitt M.D.,Person
R. Romanor.,
R. Scholten,
"R. Stanes, Bookseller &amp; Stationer",Entity
R.B.B. Neapolis,
R.G. Adams,
R128.7.H646 1645,Call Number
Rabbits,
"Race, F. E.",
Raffin,Person
"Ragazzoni, Bernardo",Person
Ragley Hall (England),
"Raineri Biscia, Camillo, 1846-1920",Person
"Rainolds, John",Person
"Rainolds, John, 1549-1607",Person
Rajačić family,
"Rajačić, Konstantin, baron",Person
Rajacsich family,
"Rambau, Hans, d. ca. 1637",
"Raminger, Gebhard",
"Ramminger, Melchior, d. 1543?",
"Ramold, Johann",Person
"Rampazetto, Giovanni Antonio",
"Rancé, Armand Jean Le Bouthillier de, 1626-1700",
"Rand, Thomas",Person
"Randall, Thomas, 1805-1887",Person
"Randolph, Ambrose",Person
"Ranuccio I Farnese, Duke of Parma, 1569-1622",
"Rapoldus, Daniel",
"Rappaport, Carl Ewald",
"Rascoe, Burton, 1892-1957",Person
"Rasse des Nœux, François, fl. 1562-1575",
Ratcliffe College,
"Ratdolt, Erhard, 1447?-1527 or 1528",Person
"Rattenberg (Tyrol, Austria)",Place
"Rault, Robertus",Person
"Ravdin, Isidore S. (Isidore Schwaner), 1894-",
Ravenna (Italy),Place
"Ravenna, Giacomo Filippo",
Ravensburg (Germany),
Raynouard,
"Raynouard, M. (François-Just-Marie), 1761-1836",Person
"Rāzī, Abū Bakr Muḥammad ibn Zakarīyā, 865?-925?",
"Razzolini, Luigi",
RC9 T7564 932h 1936,Call Number
Reading (Pa.),
Real Colegio de Filipinos. Biblioteca,
Reale Biblioteca Borbonica,
"Rebart, Thomas, d. 1570",
"Rebhan, Al. Caspar",Person
Rebuses,
"Recalchus, Julius",Person
Recanati (Italy),Place
Recke (Germany),
Red circular stamp,
"Redgrave, G. R. (Gilbert Richard), 1844-1941",Person
"Reeves, Sims, 1818-1900",Person
"Regal, Matteo",
regantodo,
Regensburg (Germany),Place
"Reger, Johann, active 1486-1499",Person
Reggio Emilia (Italy),
Regia Bibliotheca Palatium Venetum,
"Regiano, Squadroni",
Regium Catalaunense Collegium,
Rehlingen zu Hainhofen,
"Rehlinger, Konrad, -1553",
"Reichart, Paulus",Person
Reichskartause Buxheim,
"Reimannus, Georgius",
Reimofficium,
Reims (France),Place
Rein (Austria),
Reinhard Beck,
"Reinhard, Johann Paul",
"Reiter, Paul J., b. 1895",Person
"Reitwinkler, Theobald",
"Reitwinkler, Theobald, 1705-1779",Person
Remboitage,
"Remmelin, Johann, 1583-1632",
Remus,Type
"Remus (Twin of Romulus, King of Rome)",
"Renard, F.",
"Renner, Franz, fl. 1471-1483",
"Rennert, Hugo Albert, 1858-1927",Person
Rennes (France),
"Renouard, Ant. Aug. (Antoine Augustin), 1765-1853",Person
"Renouard, Antoine-Augustin, 1765-1853",Person
"Requesens y de Zuñiga, Luis de, 1528-1576",Person
"Resch, Joseph, 1716-1782",
"Resch, Wolfgang",
"Retburg, Arnold",
"Reuchlin, Johann, 1455-1522",
Re-used bindings,
"Reutlinger, Jakob, 1545-1611",
"Reuvens, Caspar Jacob Christiaan, 1793-1835",Person
Reverendissimo D.D. Mauro,
"Rhau-Grunenberg, Johann, fl. 1508-1525",
"Rhaw, Georg, 1488-1548",
Rhea Silvia,
"Rhediger, Thomas von, 1541-1576",Person
Rheinau (Switzerland),
"Rhenanus, Beatus, 1485-1547",Person
Rhetoric,
Rhineland-Palatinate (Germany)‏,Place
Rhode Island,
"Ribault de Laugardière, Charles",Person
"Riccardi, Francesco, marchese, 1648-1719",Person
Riccardus,
"Riccardus, Simon",
Rich man and Lazarus (Parable),
"Rich, Edward Percy",
Richard,
"Richards, Alfred N. (Alfred Newton), 1876-1966",
"Richards, Thomas Bryan, d. 1811",Person
"Richey, Michael, 1678-1761",
"Richter, Bodo",
"Richterus, Gregorius",Person
"Richtzenhan, Donat, fl. 1559-1600",
"Ricketson, Anna, 1836-1927",
"Ricketson, Daniel, 1813-1898",
"Ricketson, Walton, 1839-",
"Ricordati, Bernardo Felice",Person
"Rigas, François-Antoine",
"Rihel, Josias, d. ca. 1597",
"Rihel, Theodosius, fl. 1560?-1619",
"Rihel, Wendelin",
"Rihelius, Simon",Person
Rihj,
"Rimbault, Edward F. (Edward Francis), 1816-1876",
Rime,
"Rions, John",Person
Ripatransone (Italy),Place
"Rittenhouse, Abraham",Person
"Rittenhouse, Enoch",Person
"Rittershausen, Georg, 1595-1664",
"Rittershausen, Konrad, 1560-1613",
"Rittershusius, Georgius",
Ritter-Waldauf-Bibliothek,
Ritz,
"Riva, Giuseppe, 1791-1872",
Rivière &amp; son,Entity
"Rivière, Robert, 1808-1882",
"Rizzo, Bernardino, fl. 1481-1492",
"Robert, Jean, active 1569-1590",
"Roberts, Arthur William Rymer, b. 1879",
"Robillard d'Avrigny, Hyacinthe, 1675-1719",
Robinson of Rokeby,
"Robinson, Henry George",Person
"Robinson, William",Person
"Roce, Denys, active 1490-1517",
Rockledge (Pa.)‏,Place
Rockville (Conn.),
"Rococciolo, Domenico, active 1481-1504",
"Rodes, John",
Rodier,Person
"Rödinger, Christian, d. 1557",
"Roehm, Johannes",
Roermond (Netherlands),
"Rogers, Frederick, Sir, 1716-1777",Person
"Rogers, Frederick, Sir, 1746-1797",Person
"Rogers, Frederick, Sir, 1782-1851",Person
"Rogers, Frederick, Sir, 1811-1889",Person
"Rokeby, Richard Robinson, Baron, 1709-1794",
"Rolandinus, de Passageriis, d. 1300",
"Rolle of Stevenstone, John Rolle, Baron, 1750-1842",Person
Roma,Place
Roman emperors,
Romana,
"Romberch, Johann Horst von, fl. 1505-1532",
Rome,Place
Rome (Italy),Place
Römhild (Germany),
"Romilly, Joseph",Person
"Romilly, Joseph, 1791-1864",Person
Romulus,
"Romulus, King of Rome",
"Ronconi, Ercole, 1600 -1699",
"Ronconi, Ercole, 1600-1699",
"Rondeau, Jean",
Roosters,Animal
Rosales family,
Rosary,Type
"Rosenbach, A. S. W. (Abraham Simon Wolf), 1876-1952",
"Rosengarten, J. G. (Joseph George), 1835-1921",Person
"Rosinus, Stephan, 1470-1548",Person
"Ross, James, 1744-1827",Person
"Rossetti, William Michael, 1829-1919",Person
Rossfeld (France),
"Rossi, Carlo, 1639-1711",
"Rossi, Francesco de', 1503-ca. 1574",Person
"Rossi, Giovanni de', fl. 1556-1596",Person
"Rossi, Giovanni, 1776-1852",
"Rossi, Giulio",Person
"Rosslyn, James St. Clair Erskine, Earl of, 1762-1837",Person
"Rosso, Giovanni, active 1480-1519",
Rostock (Germany),Place
"Roth, W.",
Rothenburg ob der Tauber (Germany),Place
"Rothoff, Paul",
"Rottenbuch (Oberbayern, Germany)",
"Rottweil, Adam von, 15th cent.",
Rouen (France),Place
"Rouillé, Guillaume, 1518?-1589",Person
"Rouveyre, André, 1879-1962",Person
"Rouviére, P. D.",Person
"Rowe, Louis Thompson",
Rowland [...] August,
"Roxburghe, John Ker, Duke of, 1740-1804",
Roxburghshire (Scotland),Place
Royal College of Physicians of London,
Royal College of Physicians of London. Library,
"Royal College of the Irish Nobles (Salamanca, Spain)",Hybrid
Royal Meteorological Society (Great Britain),
Royal Society (Great Britain),Entity
"Rubeus, Bernardin",
"Rubeus, Bernardinus",
"Rubeus, Carolus",
Rubrication,
"Rudmatter(?), Adrianus",Person
Rudolstadt (Germany),
"Ruff, Simprecht, fl. 1522-1526",
"Ruggiero, Francesco Paolo, 1798-1881",
"Rümelin, Johan Bernhard, ca. 1490-ca. 1567",
"Rümelin, Johann Bernhard, ca. 1490-ca.1567",
"Rummell, Johannes",
"Runge, Georg, -1639",
"Rupel, James",
"Ruppel, Berthold, -1494 or 1495",
"Russdorf, Paul von, 1385-1441",
"Russell, John Fuller, 1814-1884",
Russian Culture Class Collection,
"Russo, Agostino",
"Rutherston, Charles Lambert, 1866-1927",Person
Ryan of Ronaynes Court,
"Ryan, Edward, b. 1838",Person
"Ryter, Christopher Jacob, 1543-1611",
"Ryter, Jacob, 1543-1611",Person
S D B,Monogram
S D C,Monogram
S D L,Monogram
S L D,Monogram
S M,Monogram
S M D N,Monogram
S P B C N,Monogram
S R,Monogram
S S B,Monogram
S Stanislai,
S W F,Monogram
S. Agnese Mantua,
S. E. N. F.,Monogram
S. Maria della Scala,
"S. Maria della Scala (Church : Rome, Italy)",
"S. Maria Maddalena (Church : Rome, Italy)",
S. Pietro Cigoli,
"S. Pietro in Vincoli (Church : Rome, Italy)",Hybrid
S. Stanislas,
S631 .D57 1634,Call Number
"Saalmüller, Johann Tobias",
"Sabattini, Gino",Person
"Sablon, P. M.",Person
"Sachse, Melchior, d. 1551",
"Sachse, Melchior, d. 1586",
"Sacro convento di S. Francesco (Assisi, Italy). Biblioteca",Hybrid
"Sadeler, Raphäel, 1584-1632",
"Sadeler, Raphael, ca. 1560-ca. 1632",Person
"Safanius, Franciscus",Person
Säfstaholms Bibliothek,
"Sagesse-Arnould, M.",Person
Sailors,
Saint Gall (Switzerland),
"Saint Laurent (Parish : Nogent-Sur-Seine, France)",
Saint Louis (Mo.),
"Saint-Albin, A. R. C. de (Alexandre Rousselin de Corbeau), 1773-1847",Person
Saint-Amand-les-Eaux (Abbey),
Saint-Amand-les-Eaux (France),
"Saint-André, Pierre de, 1555-1624",
"Saint-Lazare (Cathedral : Autun, France)",Hybrid
Saint-Martin-du-Canigou,
Salamaders,Animal
Salamanca (Spain),Place
Salamanders,Animal
"Sale, Cesare dal, 1646-1695",
"Salekhin, Margeretha",
Salem (Mass.),Place
"Salicato, Altobello, 16th cent.",
"Salicetus, Nicolaus, d. ca. 1493",
Salisbury (England),Place
"Salk, J. G.",Person
"Sallech(?), Margarethe",Person
"Salloch, William",
"Sallust, 86-34 B.C.",
Salome (Biblical figure),
"Salomons, David, 1797-1873",Person
"Salomons, David, 1851-1925",Person
Salt family,
"Salt, Ernest George, 1861-ca. 1935",Person
"Saluzzo di Castellar, Giovanni Andrea, conte, 1464-1533",Person
"Saluzzo, Cesare, 1778-1853",Person
"Saluzzo, Giovanni Andrea, 1464-1533",Person
"Salvá y Mallén, Pedro, 1811-1869",Person
"Salvá y Pérez, Vicente, 1780-1849",Person
"Salvarezza, Giovanni Antonio",Person
"Salviati, Antonio Maria, 1537-1602",
"Salvini, Anton Maria, 1653-1729",
"Salvini, Antonio Maria, 1653-1729",
"Salza, Hermann von, d. 1239",
Salzburg (Austria),Place
"Salzperg, Joannes",Person
Samson (Biblical judge),
Samuel (Biblical judge),
Samuelis Stigleri,
Samuelis Stioleri,
San Carlo Borromeo in Colle di Mugello,
"San Giorgio maggiore (Monastery : Venice, Italy)",
"San Giovanni in Canale (Piacenza, Italy)",Hybrid
"San Jacopo di Ripoli (Convent : Florence, Italy)",
San Michele di Murano (Abbey : Italy),Hybrid
San Pietro,
"San Silvestro al Quirinale (Church : Rome, Italy)",Hybrid
"Sánchez de Arévalo, Rodrigo, 1404-1470",
"Sanchez, Gabriel",Person
"Sánchez, Juan M. (Juan Manuel), b. 1874",Person
"Sancho, Joannis",
"Sancho, Johannes",Person
"Sancho, Juan",
Sancti Silvestri,
"Sancto Ursio, Henricus de, fl. 1480-1508",
"Sanders, Drew, d 1579",
"Sanderson, Thomas(?)",
"Sandgren, C. P.",Person
"Sänftl, Anthony",Person
Sangorski &amp; Sutcliffe,
Sangorski &amp; Sutcliffe‏,
Sankt Anna Kloster,
Sankt Klara,
Sankt Pölten (Austria),Place
"Sanoni, Gerolamo",Person
"Sanoni, Sebastiano",Person
Sans esprit rien,
Sansoni Antiquariato,
"Sansovino, Francesco, 1521-1586",
"Sant Pau del Camp (Monastery : Barcelona, Spain)",
"Santa Candida, Duca di",Person
Santa Chiara di Murano,
"Santa Croce, Antonio",
"Santa Maria de Gesù (Palermo, Italy)",
"Santa Maria del Fiore (Cathedral : Florence, Italy)",
Santa Maria di Banzi,
"Santa Maria in Monticelli (Church : Rome, Italy)",Hybrid
"Santa Maria in Organo (Monastery : Verona, Italy)",
"Santa Maria Novella (Church : Florence, Italy)",Hybrid
"Santa Rita, Fr. Antonio de",
"Santacroce, L.",
"Santeul, Jean de, 1630-1697",
"Santfl, Anthony",
Santo Berardino Aquila,
"Santos de San Pedro, Ildefonso, 1600-1699",Person
Sapere,
Sappho,
Sargiano,
"Sarton, George, 1884-1956",
"Sartorius, David, 1529-1596",
"Sassenus, Servaes",
"Sassi, Giuseppe António, 1675-1751",
"Satlpoger, Peter",
Saturn (Roman deity),
Satyr,
"Saul, Leon J. (Leon Joseph), 1901-1983",
"Sauler, Hieronymus",
"Saulus, Franciscus",
"Saulys, Jurgis (1879-1948)",
"Šaulys, Jurgis (1879-1948)",
Saumur (France),
"Saunders, William Henry Radcliffe, b. 1857",Person
Saverne (France),
Savoy (France and Italy),
Saxe-Meiningen,
"Saxer, Philipp",
"Saxer, Philipp, 1800-1868",Person
Saxony (Duchy),
Saxony (Electorate),
Saxony (Germany),
"Sbarra, Pultio, 1560-1626",
"Sbarra, Pulzio, 1560-1626",
SC Am124 Ei5 1581,Call Number
SC Am124 Ei7 1592,Call Number
SC C4806 946c,Call Number
SC F3917 509c 1775,Call Number
SC H4338 520e Folio,Call Number
SC Is307 472e 1509 Folio,Call Number
SC J5978 480s 1514 Folio,Call Number
SC J5978 480s 1516 Folio,Call Number
SC J5978 480s 1550 Folio,Call Number
SC J5978 480s 1593,Call Number
SC L9697 480a 1517,Call Number
SC L9697 482a 1515,Call Number
SC L9697 514d 1542,Call Number
SC M3178 494c 1779,Call Number
SC M3675 Eh740c,Call Number
SC M5202 528o 1582,Call Number
SC Sa505 468s 1516,Call Number
SC Sa554 521d Folio,Call Number
SC5 A100 513q 1521,Call Number
SC5 Av552 Ei5486,Call Number
SC5 Az727 571a 1574,Call Number
SC5 C2648 Ep620s,Call Number
SC5 C2784 518t 1552,Call Number
SC5 C8168 511p,Call Number
SC5 F8367 554d 1589,Call Number
SC5 F8367 554e 1561,Call Number
SC5 G1629 535c,Call Number
SC5 G5866 540d,Call Number
SC5 G9392 539d 1544,Call Number
SC5 G9392 539m 1605,Call Number
SC5 G9392 540l 1580,Call Number
SC5 G9392 Eh531g 1576,Call Number
SC5 G9392 Eh558g 1563,Call Number
SC5 G9392 Eh564g,Call Number
SC5 G9392 Ei536v 1555,Call Number
SC5 G9392 Ei543i 1560,Call Number
SC5 G9392 Ei545g 1558,Call Number
SC5 G9392 Ei553l 1562,Call Number
SC5 G9392 Ei556c 1564,Call Number
SC5 G9392 Ei559u,Call Number
SC5 G9392 En599a 1604,Call Number
SC5 G9392 En603a,Call Number
SC5 H4336 Ei557r 1577,Call Number
SC5 L4500 521t Folio,Call Number
SC5 L4564 554vc,Call Number
SC5 L4938 512o 1528,Call Number
SC5 L4938 513r,Call Number
SC5 L4938 545r 1550,Call Number
SC5 L9584 W599v,Call Number
SC5 M3387 545s,Call Number
SC5 M5749 540s 1603,Call Number
SC5 M5749 557d,Call Number
SC5 M5749 Eh552g 1580,Call Number
SC5 M7643 559d 1602,Call Number
SC5 Os804 527a 1544,Call Number
SC5 Os804 528a 1544,Call Number
SC5 Os804 530a,Call Number
SC5 R6382 Eh542c,Call Number
SC5 R6382 Eh560l 1598,Call Number
SC5 R6382 Ei541c,Call Number
SC5 Sa312 541r,Call Number
SC5 Si382 534s 1550,Call Number
SC5 Sp154L 527o Folio,Call Number
SC5 T2357 549e,Call Number
SC5 Ur73 950e,Call Number
SC5 V5555 526e 1641,Call Number
SC5 V8378 536d 1542,Call Number
SC5 V8378 536d 1563,Call Number
SC5 V8378 Eh576j,Call Number
SC5 V8378 Ei549t,Call Number
SC5 V8378 En544b,Call Number
SC5 V8378 En544b 1566 Folio,Call Number
SC55 Ab874 586g 1587,Call Number
SC55 Ac728 Eg604g,Call Number
SC55 Ac728 Eh597r 1606,Call Number
SC55 Al254 599v 1750,Call Number
SC55 Al254 Eg622m 1630 Folio,Call Number
SC55 B2785 598p 1617,Call Number
SC55 B7399 590t 1693,Call Number
SC55 C2648 570v,Call Number
SC55 C2648 570v 1587,Call Number
SC55 C2648 570v 1591,Call Number
SC55 C2648 570v 1622,Call Number
SC55 C2784 582h Folio,Call Number
SC55 C3379 Eg819,Call Number
SC55 C3986 548c 1550,Call Number
SC55 D5438 563r,Call Number
SC55 D5439 592a 1703,Call Number
SC55 Es654 576h,Call Number
SC55 F3918 499v 1546,Call Number
SC55 G5863 588f,Call Number
SC55 L5517 587p,Call Number
SC55 L9687 Eh664v,Call Number
SC55 L9687 Ei568l 1569,Call Number
SC55 L9687 Ei568m,Call Number
SC55 M7927 765v Folio,Call Number
SC55 N9225 555r 1619,Call Number
SC55 N9225 556a,Call Number
SC55 N9225 585p,Call Number
SC55 Oc305 585p Folio,Call Number
SC55 P1802 Ef634p,Call Number
SC55 P1858 560d,Call Number
SC55 P1858 567r,Call Number
SC55 P3438 596a,Call Number
SC55 P3637 599e 1625,Call Number
SC55 P4145 576d 1585,Call Number
SC55 P4159 585p,Call Number
SC55 P7668 Ef625b,Call Number
SC55 P8605 575t 1580,Call Number
SC55 P8605 575t 1600,Call Number
SC55 Sa313 594p,Call Number
SC55 Sa553 587d,Call Number
SC55 Sa554 576f 1595,Call Number
SC55 Sa554 581d 1582,Call Number
SC55 Sa554 587m 1760,Call Number
SC55 Sa748 Eg676h Folio,Call Number
SC55 So115 560a 1582,Call Number
SC55 So115 560a 1601,Call Number
SC55 T1702 553d,Call Number
SC55 T8677 557d,Call Number
SC55 Ul407 565h 1566,Call Number
SC55 Ul407 570c,Call Number
SC6 A100 607r 1610,Call Number
SC6 A100 617r Folio,Call Number
SC6 A100 928r,Call Number
SC6 Al114 651a,Call Number
SC6 Al248 606o 1674 Folio copy 2,Call Number
SC6 Al863 612d,Call Number
SC6 B6152 618c Folio,Call Number
SC6 B7399 604b,Call Number
SC6 C1133 616d,Call Number
SC6 C1275 641s,Call Number
SC6 C2200 634a Folio,Call Number
SC6 C2545 602c,Call Number
SC6 C2656 617t,Call Number
SC6 C2802L 613d Folio,Call Number
SC6 C3378 618p 1637,Call Number
SC6 D1838 Eg716c,Call Number
SC6 D7799 649d,Call Number
SC6 En727 642a,Call Number
SC6 F8488 635t,Call Number
SC6 G5898 633n,Call Number
SC6 G7536 Ei703t,Call Number
SC6 G7636 639l,Call Number
SC6 H9473 Eg670 1671,Call Number
SC6 J3273 624d,Call Number
SC6 L5517 641v,Call Number
SC6 L5538 634rb,Call Number
SC6 L9748 603f,Call Number
SC6 M3377 599d 1605,Call Number
SC6 M3377 599d 1611,Call Number
SC6 N5568 631a,Call Number
SC6 Ou26 607t 1675,Call Number
SC6 P4158 624s 1648,Call Number
SC6 P4158 632p 1736,Call Number
SC6 P4158 635p 1638,Call Number
SC6 P4158 638s,Call Number
SC6 Qu399 Eg667v 1689,Call Number
SC6 Su135 590c 1730 Folio,Call Number
SC6 Su135 608o 1609 Folio,Call Number
SC65 L1169 696g Folio,Call Number
SC7 G7627C 750s Folio,Call Number
SC7 L9799 737p Folio,Call Number
SC7 P6532 740d Folio,Call Number
SC8 Sp154S 825r Folio,Call Number
"Scaevola, Gaius Mucius",
"Scaglia, Girolamo",Person
"Scaglius, Hieronymus",Person
Scaleboards,
"Scarella, Stefano, 17th century",Person
"Scatcherd, Norrisson , 1780-1853",
"Scatcherd, Norrisson Cavendish, 1780-1853",
"Scatcherd, Norrisson, 1780-1853",
Schäfer und Koradi,
"Schallenberger, Jacob",
"Schallenbergerin, Marina",
"Scharff, Gottfried Balthasar",Person
"Schäufelein, Hans, approximately 1480-approximately 1539",Person
"Schedel, Hartmann, 1440-1514",
"Scheiblich, Abraham",
Scheidlini,
"Schelling, Felix Emmanuel, 1858-1945",
"Scherb, Georgius",Person
"Schermer, Georg, d. 1597",Person
"Schiller, Johann Michael, 17th cent.",Person
"Schirlentz, Nickel",Person
"Schleich, Clemens, d. 1588",
"Schleswig-Holstein, Christian von, 1831-1917",Person
Schloss Spiez,
"Schlundt, Ewald",Person
"Schlundt, Ewald, 1914-1987",Person
"Schlusselfelderus, Christophorus",
"Schmidhuser, Jacob",
"Schmidt, Jacob, fl. 1514-1537?",
"Schmidt, Nickel, d. 1555",
"Schmidt, Paul, 1834-1907",Person
"Schmiedhöfer, Johann",
"Schneeberg, Johann Wellinger, Freiherr von",
"Schnotz, Georg",Person
"Schobser, Hans, d. 1530",Person
"Schoeller, Ida",
"Schöffer, Johann, ca. 1468-1531",
"Schöffler, Hektor",
Schola Altenburgensis,
Schola Nicolaitana,
"Schollen, Joannes",
"Schollen, Johannes",
"Scholtz, Robert",
"Schön, Erhard, ‡d d. 1542",
"Schön, Erhard, d. 1542",
"Schönemann, C.P.C.",
"Schönemann, Karl Philipp Christian, 1801-1855",Person
"Schönfeld, Laurentius von",
"Schönherr, Daniel",
"Schönig, Valentin, fl. 1572-1613",
Schöningen (Germany),
"Schönsperger, Johann, -1520?",
"Schönsperger, Johann, ca. 1480-1543",Person
"Schönsperger, Johann, d. 1520?",
"Schoppe, Kaspar, 1576-1649",
"Schoppe, Otto",Person
"Schoppen, Andreas",
"Schosser, Johannes, 1534-1585",Person
"Schott, Johann, 1477-1548",
"Schott, Martin, d. 1499",
"Schraemli, Harry",Person
"Schramm, Karl, 1810-1888",
"Schramm, W.",Person
"Schreindl, Adam, fl. 1566-1591",Person
"Schreyer, Sebald, 1446-1520",Person
Schrodinger,
"Schulta, Caspar",
"Schulte, Caspar",
"Schumann, Valentin, -1542",Person
"Schumann, Valentin, d. 1542",
"Schürer, Matthias, d. 1519",
Schussenried (Germany),Place
"Schüssler, Jodocus",
"Schüssler, Johann, fl. 1470-1473",
Schwäbisch Hall (Germany),
"Schwägerius, Conradus",
"Schwarz, Kurt L., 1908-1983",Person
Schwarzenberg (Germany),
Schwarz-Kloster Kreuznach,
"Schweikard, Johann, von Kronberg, Archbishop and Elector of Mainz, 1553-1626",
"Schweizer, Raymond J.",Person
"Schweizer, Raymond J., d. 1928",Person
"Schwertel, Johann, fl. 1565-1577",
"Schwerz, Thomas",
"Schwerzius, Thomas",
"Schwinck, Wolfgang",
"Schymelpheng, Joannes",
"Scinzenzeler, Giovanni Angelo",Person
"Scipio, Africanus, ca. 236-183 B.C.",
"Scivi, Octavio",
Scorpions,
"Scot, Tommaso, d. 1566",Person
Scotby Library,
Scotland,
"Scoto, Gualtiero‏",
Scoto-Britannus,
"Scott, Robert",Person
"Scotto, Girolamo",
"Scotto, Ottaviano, -1498",Person
Scriptores historiae Augustae,
Scriptum super IV libros Sententiarum. Liber 2,
Scuola di Carità del SS. Rosario,
Seals,Type
"Sealy, M.",Person
Seckau (Austria),
"Seckendorf, Ernst",
"Seckendorf, Ernst, 1892-1943",
"Sedlmeier, Lienhart",
"Seeber, B.",
"Seeligmueller, Alexander E.",Person
"Seeligmüller, Alexander E.",Person
"Seitz, Peter, d. 1577?",
Sélestat (France),
Sem. Cler. Episc. Mon.,
Seminaris Clericalis Monasteriensis,
Seminarium Cathalaunense,
seminary,
"Semiramis, Queen, consort of Shamshi-Adad V, King of Assyria, 9th cent. B.C.",
"Semlerus, Caspar",
"Sena, Ugolinus",Person
"Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D",
"Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",
"Seneca, Lucius Annaeus, approximately 55 B.C.-approximately 39 A.D.",Person
"Seneca, Lucius Annaeus, ca. 4 B.C.-65 A.D.",
Senegallia (Italy),
"Senfft, Maurit.",Person
"Senfft, Mauritius",Person
"Senfft, Moritz",Person
"Senfft, Nikolaus",Person
"Sengel, Joannes",
"Sengelius, Joannes Ludovicus",
"Senheim, Joannes Simon",
Senigallia (Italy),
"Sennft, Nicolaus",Person
"Sensenschmidt, Johann, -1491?",Person
Sententiarum libri IV,
Seo de Urgel (Spain),Place
"Serarius, Nikolaus, 1558-1609",
"Seraus, Balthasar",
"Sergeant, William",
"Sermartelli, Barolomeo, fl. 1563-1600",Person
"Sermartelli, Bartolomeo, fl. 1563-1600",
"Sermartelli, Bartolomeo, fl. 1563-1600‏",Person
"Sermartelli, Michelangelo",
Sermones de tempore et de sanctis,
"Serna, Francisco de la",Person
Serra San Quirico (Italy),
"Sertenas, Vincent, d. 1562",Person
Servite stamps,
Servites,
"Servius Tullius, King of Rome, fl. 578-534 B.C.",
"Sesalli, Francesco",
"Sesalli, Giacomo",
"Sessa, Giovanni Battista, fl. 1489-1505",
"Sessa, Giovanni Battista, fl. 1546-1602",Person
"Sessa, Giovanni Bernardo",
"Sessa, Melchiorre, fl. 1506-1549",Person
"Sessa, Melchiorre, fl. 1546-1600",Person
"Sessler, Charles, 1854-1935",
"Seton-Karr, John, d. 1884",
"Setzer, Johann, -1532",Person
"Setzer, Johann, d. 1532",
Seven Sages of Greece,
Seven-headed beast,
"Severus, Lucius Septimius, Emperor of Rome, 146-211",
Seville (Spain : Province). Casa de la Provincia,
Seville (Spain),Place
"Seymour, Thomas D. (Thomas Day), 1848-1907",Person
"Sfondrati, Paolo Camillo,  1561-1618",
"Shaaber, M. A. (Matthias Adam), 1897",
"Sharpe, N.",
"Sheaff, William",Person
Sheep,Animal
Shelf marks,
Shelfmark label with blue border,
Shelfmark labels,
Shelfmarks,
Shelmarks,
"Sheppard, G.",
"Sheringham, Hugh Tempest, 1876-1930",Person
Shifaʾ,
Shobdon (England),
"Shoppee, Charles John, 1823-1897",
"Shortt, W. T. P. (William Taylor Peter), b. 1801?",
"Shuckburgh-Evelyn, George Augustus William, Sir, 1751-1804",Person
Šibenik (Croatia),
"Siebenger, Jan",Person
siege,
"Siegfried, von Feuchtwangen, d. 1311",
Siena (Italy),Place
"Sievers, E.",
"Sievers, G. E.",
"Sighinolfi, Lino 1876-1956",
