Clean,Mitch's Category
"Baltzer, Robert M., ca. 1813-1838",Person
"Baluze, Etienne, 1630-1718",Person
"Baluze, Étienne, 1630-1718",Person
Bamberg (Germany),Place
"Bancroft, Samuel, 1840-1915",Person
"Banelli, Andrea, 1595-1631",
Banff (Scotland),Place
Banzi (Italy),Place
"Barbançon, Marie de",
"Barbançon, Marie, d. 1601",Person
"Barbara Sachsen, Herzogin, 1478-1534",
"Barbara, Saint",Person
Barbastro (Spain),
Barberini Family,
Barcelona (Spain),Place
"Bardi Serzelli, Alberto",Person
"Bardi, Giannozzo de",
"Bardón, Luis",Person
"Bargiacchus, Nicolaus",Person
"Baring, Maurice, 1874-1945",
"Baring, Thomas, 1799-1873",Person
"Baring, Thomas, Sir, 1772-1848",Person
"Barker, E.",
"Barker, Edmund Henry, 1788-1839",
"Barlow, Samuel B. (Samuel Bancroft), 1798-1876",
"Barlow, Samuel L. M. (Samuel Latham Mitchill), 1826-1889",
"Barlow, William",Person
"Barlow, William, d. 1613",Person
"Barnes, Joseph, d. 1618",
"Barnes, Richard S.",
"Barnsbury (London, England)‏",Hybrid
Baron Northwick,
Baron Sinclair,
"Baronius, Justus, approximately 1570-1606 or 1616",
"Barotti, Giovanni Andrea, 1701-1772",Person
Barrett,
"Barrett, Clifton Waller, 1901-",Person
"Barrett, William Phillips, 1861-1938",
"Barrette, Roy",Person
"Barrymore, Arthur Hugh Smith-Barry, Baron, 1843-1925",Person
"Barter, W. G. T. (William George Thomas)",Person
"Bartholomaeus, Anglicus, 13th cent.",
"Bartholomaeus, de Valdezoccho, fl. 1472-1476",
"Bartholomew, A.",Person
"Bartholomew, John",
"Bartholomew, Johnathan",Person
"Bartholomew, R.",Person
"Bartoli, Girolamo, fl. 1561-1591",
"Bartoli, Pietro",Person
"Bartolo, of Sassoferrato, 1313-1357",
"Bartsch, Zacharias",
Baruffaldi,
"Baruffaldi, Girolamo, 1675-1755",Person
"Bärwald, Zacharias, d. 1598",
"Barzenorius, Benedictus",
"Barzenorius, Joannes Baptista",
"Barzenorius, Octavianus",
"Barzenorius, Petrus",
"Bascarini, Niccolò, fl. 1541-1554",
Basel (Switzerland),Place
"Basilewitch, Alex.",Person
"Basilica di San Bernardino da Siena (L'Aquila, Italy)",Hybrid
Basilica di San Pietro in Vaticano,
Basilisks,Animal
"Basse, Franz, d. 1582",
Bastia (France),Place
"Bateman, Thomas Keelinge, 1829-1887",Person
"Baten, Henri, 1246-1310",
Bath (England),Place
"Bathurst, Benjamin, 1711-1767",
Batrachomyomachia,
Bats,Animal
Battle of Gravelines,
Battle of the frogs and mice,
"Baty, R.",
"Bauer, Friedrich",
"Baugh, Albert C. (Albert Croll), 1891-1981",Person
Bauzonnet-Trautz (Firm),
Bavaria (Germany),
Bavarian ducal library,
"Bavius, Gregorius",Person
Bayerische Staatsbibliothek,
Bayerisches Nationalmuseum,
"Bayers, Thomas",Person
"Bayert, Melchior",Person
"Bazin, Jean-Baptiste, 1637-1708",
"Bea(?), Martin",
"Beam, George L. (George Lytle), 1868-1935",
"Beamish, North Ludlow, 1797-1872",
Bearer impressions,Physical
Bearer type,Physical
Bears,Animal
Beata Maria Vallis Scholarium,
Beata Maria Vallis Scholarium (Verbiesles),
"Beaufort, Henry, Cardinal",Person
"Beaufoy, Henry Benjamin Hanbury, 1786-1851",Person
Beavers,
"Beazley, Isaac John, d. 1782",
"Bebel, Johann, d. ca. 1550",Person
"Beccuti, Francesco, 1509-1553",Person
"Becher, Michael Thomas, 1764-1809",
"Bechstein, Ludwig, 1801-1860",
"Bechstein, Reinhold, 1833-1894",Person
"Bechtold, Arthur",
"Beck, Reinhard, d. 1522",Person
"Beck, Sebastian, 1583-1654",
"Beckenham (London, England)",Place
"Beckett, J. P.",Person
Beckford Library,
"Beckford, William, 1760-1844",Person
"Beckman, Lucas",
"Beckmann, Otto, 1476-1556",
"Becman, Christian, 1580-1648",Person
"Becu, Teodoro, 1890-1946",
"Bedford, F.",Person
"Bedford, Francis, 1799-1883",Person
"Bedrotus, Jacobus, -1541",Person
"Bedwell, Martin, 1655-1700",Person
"Beeleigh Abbey (Maldon, England)",
Bees,Animal
"Beham, Hans Sebald, 1500-1550",
"Behem, Franz, ca. 1500-1582",
"Beinusz, Samuel D.",Person
"Bejot, Antonius",Person
Bellerophon (Greek mythology),
"Bellini, Vincenzo, 1708-1783",
Bellows,
Bells,
Bellum Jugurthinum,
"Belpieri, Giacinto",
"Belviderio, Ludovicus à",
"Belvisi, Ferdinando",Person
"Bembo, Bernardo, 1433-1519",
Benaglio,
"Benalius, Bernardinus, active 1483-1543",
"Benalius, Bernardinus, fl. 1483-1543",
"Bendinelli, Domenico, 1627-1701",
"Bendinelli, Dominico",Person
Bendorf-Sayn (Germany),
"Benedetti, Platone de', -1496",
Benedicitine inscriptions,
Benedicitines,
"Benedict, Saint, Abbot of Monte Cassino",Person
Benedictine bookplates,
Benedictine inscriptions,
Benedictine labels,
Benedictine rules,
Benedictine stamps,
Benedictines,
Benedictines (Germany),
"Benedictines (Kempten, Germany)",
Benedictus,
Benediktinerabtei Irsee,
Benediktiner-Abtei Kempten,
Benediktinerabtei Weingarten,
Benediktinerkloster Benediktbeuern,
Benediktinerstift Lambach,
"Benešov (Středočeský kraj, Czech Republic)",
"Benezet, Anthony, 1713-1784",
"Benintendi, Livio, 1814-1896",Person
"Benivieni, Girolamo, 1453-1542",
"Bentinck-Von Aldenburg, Charlotte Sophie, 1715-1800",Person
"Benzing, Josef",Person
"Benzing, Josef, 1904-1981",Person
"Berengarius II, King of Italy, 900-966",Person
Berenice of Cappadocia,
"Berg, Adam, -1610",Person
"Berg, Marquard von, Prince-Bishop of Augsburg, 1528–1591",Person
"Berg, S(?)",
Bergamo (Italy),Place
"Bergler, Joseph, the younger, 1753-1829",
"Berio, Francesco Maria, marchese di Salza, 1765-1820",Person
"Berio, Giovanni Domenico, marchese di Salza, d. 1791",Person
Berlepsch,
Berlin (Germany),Place
Bern (Switzerland),Place
Bern coat of arms,
Bernar,
Bernard Quaritch (Firm),
"Bernard, Francis, 1627-1698",
"Bernard, of Clairvaux, Saint, 1090 or 91-1153",
"Bernardes, R.",
"Bernardez, R.",
"Bernardino de Cárdenas y Portugal, Duke of Maqueda 1598–1601",
"Bernardinus, Rubeus",
"Bernardyna (Library : Breslau, Germany)",
"Berner, Augsutin",Person
"Bernerus, Augustinus",Person
"Bernhard I, Duke of Saxe-Meiningen, 1649-1706",
"Bernher, Augustine",
"Beroaldo, Filippo, 1453-1505",
"Bersmann, Gregor, 1538-1611",
"Bertano, Giovanni Antonio, fl. 1570-1612",
"Bertenhoff, Johann Caspar",Person
"Berthier, Louis",Person
"Bertini, Tommaso",Person
"Bertinis, Bernardus de",Person
"Bertinus, Thomas",Person
"Bertram, Anton, fl. 1584-1622",
"Bertrand, Jean-Baptiste, 1670-1752",
"Bertrand, M.",Person
"Bessonnet, Jacob, 1675-1750",
Bestiary,
"Beuieth(?), Ludovicus",
"Beurhusius, Petrus Johannes",Person
Beverley (England : Diocese),Hybrid
Beverly Hills (Calif.),
Beverly Hills (California),Place
"Bevilaqua, Simon, active 1485-1518",Person
"Bevilaqua, Simon, fl. 1485-1518",
"Bevis, M.",
"Beyer, Johann, fl. 1573-1596",
"Bianchi, Giovanni, 1693-1775",
Bias,
"Biber, Maximilian",
Bibl. Buxheim,Entity
Bible. Latin. Vulgate. 1497,
Bible. Latin. Vulgate. 1498,
Bibles,Type
Bibliographic descriptions,Type
Bibliographic notes,Type
Bibliographical notes,Type
Bibliot. Cruc. Venet.,Entity
Bibliot. S. Silvest.,Entity
Biblioteca Albani,Entity
Biblioteca altempsiana,Entity
Biblioteca Apostolica Vaticana,Entity
Biblioteca Banzi,Entity
Biblioteca Bardi-Serzelli,Entity
Biblioteca Centrale dei Fratri Minori Cappuccini,
"Biblioteca comunale dell'Archiginnasio (Bologna, Italy)",Hybrid
"Biblioteca comunale dell'Archiginnasio (Bologna, Italy)‏",
Biblioteca comunale Magnani,Entity
Biblioteca comunale Serra San Quirico,
Biblioteca Comunitativa di Bologna,
Biblioteca de la Condesa de Campo Alange,
Biblioteca de Salvá,Entity
"Biblioteca dei Chierici Regolari di S. Vincenzo (Modena, Italy)",
Biblioteca dei PP. Serviti,
Biblioteca del Conv. della Quercii de Predicatori,
Biblioteca del Convento de San Francisco de Murcia,
Biblioteca della Curia generale,
"Biblioteca di San Pietro in Vincoli (Rome, Italy)",
Biblioteca frati minori cappuccini (Bologna,
"Biblioteca frati minori cappuccini (Bologna, Italy)",
Biblioteca Giuliari,Entity
Biblioteca Magnani,Entity
Biblioteca Malvezzi-Medici,
Biblioteca medicea laurenziana,Entity
Biblioteca muicipale Magnani,Entity
"Biblioteca nazionale (Naples, Italy)",Hybrid
Biblioteca nazionale centrale di Firenze,Hybrid
Biblioteca nazionale centrale di Roma,Hybrid
Biblioteca nazionale centrale Vittorio Emanuele II di Roma,Hybrid
"Biblioteca nazionale di S. Marco, Venezia",Hybrid
Biblioteca nazionale marciana,Entity
Biblioteca oratoriana dei Girolamini di Napoli,
Biblioteca queriniana,
Biblioteca Raineri-Biscia,Entity
Biblioteca Riccardiana,Entity
Biblioteca Rosales,Entity
"Biblioteca Rosales, Bernate",Hybrid
"Biblioteca San Domenico (Bologna, Italy)",
Biblioteca Terzi,
Biblioteca trivulziana‏,Entity
Biblioteca universitaria di Padova,
Biblioteca Valperga di Masino e di Caluso,
Biblioth. Palat. Vindobon.,Hybrid
Bibliotheca Admontensis,Entity
Bibliotheca Aulica Eystettensis,Entity
Bibliotheca Bernhardina Vratislaviensis,
"Bibliotheca Bernhardiniana (Breslau, Germany)",
Bibliotheca Blaydesiana,Entity
"Bibliotheca Capuccinorum Conceptionis (Naples, Italy)",
Bibliotheca Capuccinorum Conceptionis Neapolis,
Bibliotheca Colbertina,Entity
Bibliotheca Collegiatae Archi,
Bibliotheca Collegii Oeniponti Societatis Jesu,Entity
Bibliotheca Collegii S. Caroli Londini,
Bibliotheca Collegii S.S. Pauli et Barnabae Mediolani,Hybrid
Bibliotheca Communitatis Regiae,
Bibliotheca Communitatis Regiae Hauniensis,
Bibliotheca Cruciferorum Venetiarum,Hybrid
Bibliotheca Cruciferum Venetiae,Hybrid
Bibliotheca Curia Generalis Ordinis Fratrum Minorum Capuccinorum,
Bibliotheca Fratrorum Capucinorum Frauenfeldae,
Bibliotheca fratrum Eremitarum Sancti Augustini Fribourgi,
Bibliotheca Gymn. Alteb.,
Bibliotheca Gymnasii Hallensis,
Bibliotheca Gymnasii Rudolstadiensis,
Bibliotheca Heberiana,Entity
Bibliotheca Horavitiana,Entity
Bibliotheca Instituti Sancti Ignatii Antverpiensis,
Bibliotheca Kircheriana,
Bibliotheca Lindesiana,Entity
Bibliotheca Ministerii Cellensis,Entity
Bibliotheca Montis Morcini de Perusia,Hybrid
Bibliotheca Pagni,Entity
Bibliotheca Palatina Vindobonensi,Hybrid
Bibliotheca Palatina Vindobonensis,Hybrid
Bibliotheca Phillippica,Entity
Bibliotheca Publica Florentinae,Hybrid
Bibliotheca Publica Regia Stuttgartensis,
Bibliotheca Regia Berolinensis,Hybrid
Bibliotheca Regia Hannoverana,
Bibliotheca Regia Monacensis,Hybrid
Bibliotheca Reuvensiana,Hybrid
Bibliotheca S. Amandi in Pabula,
Bibliotheca S. Catharinae,Entity
Bibliotheca S. Petri ad Vincula,
"Bibliotheca Sancti Pauli (Genoa, Italy)",
Bibliotheca Scholae (Altenburg),
Bibliotheca Scholarum Piarum Pragae,
Bibliotheca Scolarum Piarum Pragae,
Bibliotheca Strahoviensis,
Bibliotheca Universitatis Ienensis,Hybrid
Bibliotheca Universitatis Lovaniensis,
Bibliotheca Viennensi,
Bibliothecae Pagni,
Bibliotheck St. St. Joanneum,Entity
Bibliotheck St. Stephaneums,Entity
Bibliotheek der Vereen. Doopsg. Gemeente te Amsterdam,
Bibliotheek der Vereenigde Doopsgezinde Gemeente te Amsterdam,
Bibliothek der Hansestadt Lübeck,Hybrid
"Bibliothek der Kapuziner (Münster, Germany)",Hybrid
Bibliothek der Mecklenburgischen Ritter- und Landschaft (Rostock),
Bibliothek der Schlesierburse,
Bibliothek des Grafen von Harrach,
Bibliothek des Kapuzinerklosters (Burghausen),
Bibliothek des Repetenten-Stifts,Entity
Bibliothek Graf Rantzau Oppendorf,
Bibliothek Oberherrlingen,Entity
Bibliothek Walter Hammer,
Bibliothek zu Wolfenbuettel,Hybrid
Bibliothek zu Wolfenbüttel,Hybrid
Bibliotheque Alfred Mauger,
Bibliothèque Communale de Haguenau,Hybrid
Bibliothèque de Garnison,Hybrid
Bibliothèque de Spietz,Hybrid
Bibliothèque de St. Philippe,
Bibliotheque de Tilettres,
Bibliothèque de Tillières,Hybrid
"Bibliothèque du Chapitre métropolitain (Paris, France)",
Bibliotheque du Pt. Seminaire de Chalons,Hybrid
Bibliothèque Legentil,Entity
Bibliothque du Pt. Seminaire de Chalons,Hybrid
Bickers &amp; Son,Entity
"Bidelli, Gio. Battista (Giovanni Battista), ca. 1580-1654",
"Bidenbach, Eberhard, 1528-1597",
"Bidenbach, Johann, fl. 1586-1588",
"Bigg, Elizabeth, b. 1816",
"Bigg, William, b. 1821",
"Bildstain, Mathias",
"Billy, Robert de, 1869-1953",Person
"Billy, Robert de, 1894-1991",Person
Binder,Type
"Binder, Hans, 16th cent.",
Binders,Type
Binders' labels,Type
Binders' stamps,Type
Binders' tickets,Type
Binding waste,Type
Bindings,Type
"Bindley, James 1737-1818",
"Bindley, James, 1739-1818",
Bindngs,Type
"Bindoni, Francesco, fl. 1523-1553",Person
Biographical notes,Type
"Birckmann, Arnold, fl. 1530-1542",Person
"Birckmann, Johann, 1527-1572",
Birds,Animal
"Bischoff, Ferdinand, 1826-1915",Person
"Bischoff, Melchior, 1547-1614",
"Bishop, Cortlandt F. (Cortlandt Field), 1870-1935",Person
"Bizzarro, Giovanni de, 1782-1833",Person
Blackborne,
"Blado, Antonio, 1490-1567",
Blaize,
"Blaize, Candide, b. 1795",
"Blanch, Stephen",
"Blanco Valdés, Antonio",Person
Blank forms,Type
Blasius a Conceptione,
Blasius a Conceptione‏,
"Blau, Johann",Person
Blaubeuren (Germany),
"Blavis, Thomas de, active 1476-1491",
"Blaydes, Frederick Henry Marvell, 1818-1908",Person
"Blaydes, Fredericus H. M., 1818-1908",Person
Blind-stamped binding,
Blind-stamped bindings,Physical
"Bliss, Philip, 1787-1857",
"Bloa, John",Person
Block Bible Collection,
"Block, Gordon A.",
"Block, Gordon A., Jr.",
"Block, Reba Fleisher",
"Blome, Thomas Milbourne",Person
"Bloomfield, Alice",Person
"Bloomfield, Leonard, 1887-1949",Person
"Blooteling, Abraham, 1640?-1690?",
"Blum, Michael, fl. 1525-1559",
Boar,Animal
Board attachments,Physical
Boards,Physical
Boars,Animal
"Bocard, André, fl. 1491-1531",
"Boccaccio, Giovanni, 1313-1375",
"Boccaccio, Rainerus de",Person
Bodenwerder (Germany),
"Bodo, Richter",
"Boethius, d. 524",
"Bogaant, Paul",Person
Bogotá (Colombia),
Boileau,Person
Boissonade,Person
Bologna (Italy),Place
"Bolzanio, Urbano, ca. 1443-1524",
"Bolzano (Trentino-Alto Adige, Italy)",
"Bonafede, Paolo",Person
"Bonaldus, Petrus Antonius",Person
"Bonaldus, Vincentius",Person
"Bonamici, Marianus",
"Bonardo, Francesco",
"Bonardus, Franciscus",
"Bonaventure, C.",
"Bonaventure, Saint, Cardinal, approximately 1217-1274",Person
"Bonaventure, Saint, Cardinal, ca. 1217-1274",Person
Boncompagni family,Person
"Bondam, Pieter, 1727-1800",
"Bonelli, Giovanni Maria,‏ d. 1569‏",Person
"Bonetti, Giulio Cesare, 1715-1797",
"Bonetti, Luca",Person
"Bonfadino, Giovanni Battista, fl. 1586-1619",
"Bonifacio IV, marchese del Monferrato, 1518-1530",Person
"Bonini, Bonino, approximately 1450-1528",
"Bonnell, Henry H. (Henry Houston), 1859-1926",Person
"Bonner, Paul Hyde",Person
"Bonomi, Giovanni Francesco, 1536-1587",
"Bonorand, Martin",
Bookbinders,Type
Bookmarks,Type
Bookplates,Type
Books,
Books of Hours,Type
Booksellers,Type
Booksellers' descriptions,Type
Booksellers' devices,Type
Bookseller's label,Type
Booksellers' labels,Type
Booksellers' stamps,Type
Booksellers' tickets,Type
booksellerslabels,
"Booth, William H. (William Henry), 1853 or 4-1921",Person
"Booth, William Henry",Person
"Boppius, Fridericus Georgius",
Bordeaux (France),Place
borders,
"Boreman, R. J. A.",Person
"Borghese, Marcantonio, principe, 1814-1886",
"Borghese, Marco Antonio, 1814-1886",
"Borghese, Scipione, 1576-1633",
"Borinus, Joannes Matthaeus",
"Borra, Luigi, 1517-1545",Person
"Borsch, Heinrich",
"Bosé, C. v.",
"Bosecker, Martin",
"Bosello, Matteo, fl. 1566-1573",
Bosses,Physical
Boston (Massachusetts),Place
"Böttiger, Karl August, 1760-1835",
Boubée,
Bouchard Libraire,Entity
"Boucher, Jonathan, 1738-1804",
"Boudot-Lamotte, Joseph",
Bouthillier Chavigny,Person
"Bouthillier Chavigny, Charles Léon, marquis de, 1743-1818",Person
Bouthillier de Chavigny,Person
"Boutourlin, Dimitri Petrovitch, comte, 1763-1829",Person
"Boutourlin, Dmitry Petrovich, 1763-1829",
"Bowdage, Tristram",
"Bowdoin, W. G. (William Goodrich), 1860-1947",
"Bowen, Edward E. (Edward Ernest), 1836-1901",Person
"Bower, John L. (John Lincoln), 1865-1955",Person
"Boxberger, Martinus",
Boyle 540.4 B699 1680,Call Number
Boyle 540.4 B699 1911,Call Number
Boyle 540.4 B699.10,Call Number
Boyle 540.4 B699.11,Call Number
Boyle 540.4 B699.12,Call Number
Boyle 540.4 B699.14 1690,Call Number
Boyle 540.4 B699.15,Call Number
Boyle 540.4 B699.15 1685,Call Number
Boyle 540.4 B699.16.L,Call Number
Boyle 540.4 B699.17,Call Number
Boyle 540.4 B699.17 1665,Call Number
Boyle 540.4 B699.2 1725 copy 2,Call Number
Boyle 540.4 B699.22,Call Number
Boyle 540.4 B699.22 copy 2,Call Number
Boyle 540.4 B699.24,Call Number
Boyle 540.4 B699.27,Call Number
Boyle 540.4 B699.3 1664,Call Number
Boyle 540.4 B699.3 1664 copy 2,Call Number
Boyle 540.4 B699.3yH,Call Number
Boyle 540.4 B699.4,Call Number
Boyle 540.4 B699.4a,Call Number
Boyle 540.4 B699.5 1669,Call Number
Boyle 540.4 B699.5.L 1669,Call Number
Boyle 540.4 B699.5.L 1680,Call Number
Boyle 540.4 B699.6,Call Number
Boyle 540.4 B699.6 1664 copy 2,Call Number
Boyle 540.4 B699.6 1671,Call Number
Boyle 540.4 B699.7,Call Number
Boyle 540.4 B699.8A,Call Number
Boyle 540.4 B699.9,Call Number
Boyle 540.4 B699.yH,Call Number
Boyle Collection,Call Number
Boyle family,Call Number
Boyle QC161.B791 1663,Call Number
Boyle QC161.B797,Call Number
"Boynard, Olivier",
"Bozérian, le jeune, fl. 1805?-1818",
Bozner Franziskanerkloster,Hybrid
"Bracchini, Francesco",Person
"Braccioli, Grazio, 1682-1752",Person
"Bracciolini, Poggio, 1380-1459",Person
"Bracegirdle, Henry",
"Bracegirdle, Henry, 1643-1703",
"Bracegirlde, Henry, 1643-1703",
"Brachel, P. von, -1650",
"Brachvogel, Johannes",
"Bragge-Bathurst, Charles, ca. 1754-1831",
"Bramston, T. W. (Thomas William), 1796-1871",Person
"Brand, George",
"Brand, Thomas, ca. 1717-1770",Person
"Branden, Franciscus van den",Person
Brandenburg (Germany),
Brandes sale,Entity
"Brandes, Georg Friedrich, 1709-1791",
"Brandreth, Henry Rowland, 1794-1848",Person
Brany,
Brasenose College (University of Oxford)‏,Entity
"Brasser, Adriaan",
"Brasserus, Hadrianus",
"Brateolo, Giacomo",
"Braubach, Peter, 1500?-1567",
Braunschweig (Duchy),
Braunschweig (Germany),Place
"Braunschweig, Luther von, d. 1335",
Breage (England),
Bregenz (Austria),Place
"Bregenz, Austria",
Bremen (Germany),
"Brenner, Martin, 1548-1616",
Brescia (Italy),Place
Breslau,
Breslau (Germany),
"Bresles, Henri, 1864-1924",
"Brett, Oliver",Person
Breviaries,Type
"Brevoort, James Carson, 1818-1887",
"Brice, Albert G., b. 1831",
"Bricot, Thomas,‏ ‎-1516‏",Person
Bridgettine inscriptions,Type
Bridgettines,Entity
Bridgewater House Library,
"Briey, Albertine de, 1855-1930",Person
"Bright, Benjamin Heywood",
"Brinner, Oswald",
"Britannico, Giovanni, 15th/16th cent.",
British Library,Entity
British Museum,Entity
Brittany (France),Place
Britwell Court Library,Entity
Brno (Czech Republic),
"Broadgate, Thomas",
Broadsides,Type
"Broca, Lucien",
"Brockden, Charles",
"Bromley, R.",Person
"Brook, John Arthur, 1844-1920",Person
"Brooke of Almondbury, John Arthur Brooke, 1844-1920",Person
"Brosamer, Hans, ca. 1500-ca. 1554",
"Brown, J. Barry (John Barry Meredith) b. 1885",
"Brown, J. Barry (John Barry Meredith), b. 1885",
"Brown, James Olcott, 1836-1864",Person
"Brown, Jo.",Person
"Brown, John Carter, 1797-1874",Person
"Browne, Anthony",
"Browne, Charles Albert, 1870-1947",Person
"Browning, Robert, 1812-1889",Person
Bruckmann,
"Brugalla, Emilio",Person
"Brungensis, Jacobus",
"Bruni, Vincinzio",Person
"Brunius, A. W.",
"Brunius, August Wilhelm",
"Brunner, T. C.",Person
Bruno,
"Bruno, Christoph, d. 1606",
"Bruno, Saint, approximately 1030-1101",
"Bruno, Saint, Archbishop of Cologne, 925?-965",
"Brunschwig, Hieronymus, approximately 1450-approximately 1512",Person
"Brunschwig, Silvain S.",Person
"Brusch, Kaspar, 1518-1557",Person
"Brushfield, T. N. (Thomas Nadauld), 1828-1910",
"Brushfield, Thomas",Person
"Brushfield, Thomas, 1798-1875",Person
Brussels (Belgium),
"Brutus, Lucius Junius",
"Brutus, Marcus Junius, 85?-42 B.C.",
"Brylinger, Nikolas, fl. 1537-1565",
BS1700.S4 1600,Call Number
BT131 .B67 1762,Call Number
BT1370.O6 1569,Call Number
Buch- und Kunstantiquariat Robert Woelfle,Entity
Buch- und Kunstantiquariat Robert Wölfle,Entity
"Buchanan, James, 1791-1868",Person
"Bucholtzer, Gottfried, d. 1606",
"Buck, Mitchell S. (Mitchell Starrett), b. 1887",Person
Budapest (Hungary),Place
"Budden, William",Person
Büdingen (Germany),Place
"Buffa, Antonius",
"Buffa, Gaspar",Person
Buffalo (N.Y.),
Bugnon,
Buissonrond,
"Bulgarini, Belisario, 1538 or 1539-approximately 1621",Person
"Bulgarino, Francisco",Person
"Bulgarinus, Franciscus",Person
"Bullrich, Eduardo J.",
"Bullrich, Eduardo J., 1895-1951",Person
Bulls,Animal
"Bundesdenkmalamt, Austria",Person
"Bundschuh Insurrections, 1493-1517",
"Bungart, Hermann, -1521?",Person
"Büöller, Carlin",
"Büöller, Carolus",
"Büöller, Johan Peter",
"Büöller, Johannes Petrus",
"Buon, Gabriel, active 1558-1595",Person
"Buon, Gabriel, fl. 1558-1595",
"Buonaccorsi, Francesco, active 1485-1497",
"Buonarroti, Lionardo",
"Buoninsegni, Pietro",Person
"Buoninsegnus, Petrus",Person
"Burchard, von Schwanden, 1245-1310",
"Burelus(?), Petrus",
"Burger, Andreas, fl. 1590-1596",
"Burghausen (Altötting, Germany)",Place
Burghausen (Germany),Place
"Burgheso, Paolo",
"Burgkmair, Hans, 1473-1531",
"Burgstorff, Isaac von, 1574-1608",
"Burlaeus, Gualterus, 1275-1345?",
"Burlamaur, Agustino",Person
"Burman, Pieter 1668-1741",
"Burmannus, Petrus,  1713-1778",
"Burne-Jones, Edward Coley, 1833-1898",Person
"Burnet, Gilbert, 1643-1715",Person
Burnett,
"Burns, John",Person
"Burns, John, 1858-1943",Person
"Burr, Charles W. (Charles Walts), 1861-1944",Person
